id,detected_lang,score
4024,es,0.9917
7703,es,0.9805
1553,es,0.9802
1690,es,0.9906
2940,es,0.9903
2808,es,0.9737
1493,es,0.9881
8264,es,0.975
8384,es,0.9898
7203,es,0.9873
7463,es,0.9775
7503,en,0.9883
5452,es,0.9823
8243,es,0.9922
2799,es,0.9828
2543,es,0.9929
1106,es,0.9812
6060,es,0.9872
1623,es,0.9852
5241,es,0.9621
1086,es,0.9911
5952,es,0.9937
6536,es,0.992
154,es,0.9885
1594,es,0.986
4151,es,0.9872
8391,es,0.9915
956,es,0.9825
5289,es,0.984
4662,es,0.9878
3354,es,0.9882
3585,es,0.9888
1989,es,0.9928
4854,es,0.9758
5212,es,0.9697
765,es,0.9912
2268,es,0.9891
5301,es,0.9866
3381,es,0.9853
6492,es,0.9761
2021,es,0.9941
5139,es,0.9848
3938,es,0.9871
2278,es,0.9813
5181,es,0.9782
2841,es,0.9921
1969,es,0.9921
6814,es,0.9779
390,es,0.9845
4711,es,0.9915
2954,es,0.9833
526,es,0.9925
3721,es,0.9919
7845,es,0.9875
5262,es,0.9831
4203,es,0.9888
4058,es,0.9822
7801,es,0.9926
183,es,0.9922
6386,en,0.9827
3532,es,0.9917
4238,es,0.9832
3779,es,0.9902
3624,es,0.984
2943,es,0.9818
1226,es,0.9837
3172,es,0.9905
8096,es,0.9928
6531,es,0.9925
7513,es,0.9876
8841,es,0.9843
4477,es,0.9826
240,es,0.9904
4323,es,0.967
3779,es,0.9799
4540,es,0.991
1516,es,0.9559
1090,es,0.9376
6080,es,0.992
6414,es,0.9931
194,es,0.9916
6960,es,0.9877
1314,es,0.9924
8326,es,0.9566
1754,es,0.9793
2532,es,0.9849
1203,es,0.985
2456,es,0.9931
3199,es,0.9713
2919,es,0.9853
4623,es,0.9904
7652,es,0.9771
5530,es,0.9828
4731,es,0.9888
6371,es,0.7059
1845,es,0.9823
3398,es,0.982
7460,es,0.9862
3048,es,0.9836
2560,es,0.9896
5736,es,0.9691
4731,es,0.9917
6780,es,0.9544
5817,es,0.9871
3499,es,0.9924
6805,es,0.9795
5420,es,0.9809
5921,es,0.9913
7969,es,0.9883
7809,es,0.9825
151,es,0.9924
2249,es,0.9899
6430,es,0.9889
4598,es,0.9254
5543,es,0.9901
4946,es,0.9878
6394,en,0.9892
1984,es,0.9901
3215,es,0.9889
5363,es,0.9815
382,es,0.9836
3002,es,0.9917
21,es,0.9929
1005,es,0.9929
129,es,0.9821
4257,es,0.9774
4459,es,0.9877
3879,es,0.9924
1990,es,0.9888
2199,es,0.989
5851,es,0.9796
2452,es,0.9802
5274,es,0.9915
6880,es,0.9801
534,es,0.9917
633,es,0.9916
3403,es,0.9912
4384,es,0.9872
1931,es,0.9925
6739,es,0.9854
7321,es,0.99
3334,es,0.9926
1764,es,0.993
2504,es,0.9878
2899,es,0.9857
6795,es,0.9759
1435,es,0.9924
1852,es,0.9853
3823,es,0.9907
525,es,0.973
1589,es,0.9897
696,es,0.9775
8665,es,0.9776
1865,es,0.989
1814,es,0.9914
876,es,0.9928
802,es,0.9854
1797,es,0.9921
2768,es,0.9842
2200,es,0.9908
1349,es,0.9841
3539,es,0.9874
978,es,0.9928
8415,es,0.9833
5143,es,0.9922
6407,es,0.9888
7274,es,0.9685
3932,es,0.9814
815,es,0.975
6542,es,0.9823
1152,es,0.986
2879,es,0.9828
6176,es,0.9927
24,es,0.9573
5918,es,0.9859
1036,es,0.9814
3957,es,0.9903
3549,es,0.9917
184,es,0.9907
5335,es,0.968
5947,es,0.9765
3808,es,0.9872
6732,es,0.9783
585,es,0.9907
8124,en,0.9753
1303,es,0.9897
6348,es,0.9901
458,es,0.9807
5568,es,0.9831
7632,es,0.9917
5891,es,0.9848
3347,es,0.9831
6601,es,0.9906
7179,es,0.9915
5762,es,0.9915
6208,es,0.9904
1373,es,0.994
6291,es,0.9824
5214,es,0.9709
2333,es,0.9902
2618,es,0.9921
3066,es,0.992
2021,es,0.9794
1715,es,0.973
2147,es,0.9941
7189,es,0.9854
1607,es,0.991
3648,es,0.9908
1739,es,0.9845
7543,en,0.9406
3628,es,0.9922
5713,en,0.9888
2938,es,0.992
562,es,0.9911
2666,es,0.9917
5419,es,0.9932
5575,es,0.9853
7674,es,0.9823
3856,es,0.9892
5249,es,0.9849
3127,es,0.9922
4090,es,0.9825
6203,es,0.9336
1287,es,0.9786
551,es,0.9807
3594,es,0.9889
3758,es,0.9919
8073,es,0.9876
1264,es,0.9891
1668,es,0.9919
2823,es,0.9911
3041,es,0.9917
1568,es,0.9888
3043,es,0.9917
985,es,0.986
1167,es,0.9857
6034,es,0.9784
1139,es,0.9752
8526,es,0.9925
457,es,0.9906
2046,es,0.9927
3589,es,0.9814
944,es,0.9932
5995,es,0.9874
7787,es,0.9814
4271,es,0.9778
3508,es,0.9739
4664,es,0.9854
5630,es,0.9872
4554,es,0.9851
4667,es,0.9922
3899,es,0.9885
2227,es,0.9797
1805,es,0.9854
3295,es,0.9902
724,es,0.9889
4929,es,0.9829
2076,es,0.9928
7993,en,0.9876
733,es,0.9834
766,es,0.9713
1401,es,0.9906
7789,es,0.9739
5473,es,0.9782
8230,es,0.9571
8646,es,0.9696
5458,es,0.9708
7031,en,0.9911
3468,es,0.9738
2763,es,0.984
5991,es,0.993
3898,es,0.9876
6490,es,0.9904
6815,es,0.9842
4641,es,0.9814
3425,es,0.9887
371,es,0.9924
5659,es,0.9903
7167,es,0.9917
6892,es,0.9898
4013,es,0.9792
2853,es,0.993
5155,es,0.994
667,es,0.9867
5230,es,0.9918
4765,es,0.9855
8034,es,0.9918
734,es,0.977
2689,es,0.993
1806,es,0.9808
5070,es,0.9878
2593,es,0.9929
7205,es,0.9815
987,es,0.9825
8250,es,0.9572
2925,es,0.9921
2791,es,0.9896
492,es,0.9896
4934,es,0.9859
6865,es,0.9807
4314,es,0.9758
8287,es,0.9846
958,es,0.9931
5818,es,0.987
6462,es,0.9677
5307,es,0.9918
3917,es,0.9874
1686,es,0.9865
4183,es,0.9845
490,es,0.9892
854,es,0.9936
5296,es,0.9936
3159,es,0.9822
5061,es,0.9877
4888,es,0.9836
3441,es,0.9714
7280,es,0.9934
5952,es,0.985
161,es,0.9893
4214,es,0.9909
4517,es,0.994
1354,es,0.9869
1272,es,0.9911
4111,es,0.9814
514,es,0.9658
9030,en,0.9866
6679,es,0.9822
5541,es,0.9833
4258,es,0.9774
5841,es,0.9752
3127,es,0.9927
3993,es,0.9907
3913,es,0.9869
493,es,0.9922
5800,es,0.989
6725,es,0.9834
644,es,0.9867
6011,es,0.9829
7218,es,0.9804
6896,es,0.9861
5615,es,0.987
5289,es,0.9917
6766,es,0.9476
5298,es,0.9803
8424,es,0.975
7424,es,0.9895
4487,es,0.9922
2999,es,0.9876
670,es,0.9798
1307,es,0.9912
289,es,0.9928
1743,es,0.9894
2966,es,0.982
7779,es,0.9865
1724,es,0.991
7444,es,0.9848
4552,es,0.9929
4260,es,0.9917
5245,es,0.9668
3179,es,0.9611
4150,es,0.9864
4414,es,0.9846
5365,es,0.9864
1896,es,0.9889
1256,es,0.9874
6354,es,0.9901
3577,es,0.9917
2908,es,0.9671
5750,en,0.992
6481,es,0.9844
8129,en,0.9865
2528,es,0.9802
5957,es,0.9937
7011,en,0.9443
1960,es,0.9922
7195,es,0.9853
245,es,0.993
4215,es,0.9919
6798,es,0.9902
2529,es,0.9932
1426,es,0.9761
2895,es,0.9835
4668,es,0.9921
461,es,0.9761
5863,es,0.9926
6691,es,0.9871
4104,es,0.9929
1595,es,0.9852
4548,es,0.988
7175,es,0.9814
3622,es,0.9922
783,es,0.9912
1241,es,0.9936
7804,es,0.9799
2083,es,0.9901
3661,es,0.9911
2294,es,0.9794
2805,es,0.9847
7112,es,0.9856
1655,es,0.9844
2105,es,0.9847
5609,es,0.989
8603,es,0.9902
6979,es,0.992
7147,es,0.9924
4679,es,0.9902
4753,es,0.9929
5705,en,0.9911
7342,es,0.9825
8872,es,0.9863
2327,es,0.9905
342,es,0.9921
6281,es,0.9872
4166,es,0.9806
4351,es,0.9855
6863,es,0.9808
482,es,0.9911
5510,es,0.979
2168,es,0.9926
418,es,0.9637
3538,es,0.9883
1332,es,0.9903
5780,es,0.9829
7889,es,0.9827
6077,es,0.9904
3497,es,0.9738
7554,en,0.9858
5577,es,0.9806
4436,es,0.9857
1801,es,0.9808
8413,es,0.9741
1275,es,0.9876
8493,es,0.9851
2374,es,0.9922
775,es,0.9685
2316,es,0.993
3272,es,0.9901
2723,es,0.9794
1748,es,0.985
6574,es,0.9856
8145,es,0.9909
871,es,0.9891
7218,es,0.9907
36,es,0.9854
669,es,0.991
7082,es,0.9925
4668,es,0.9692
5591,pt,0.8859
4413,es,0.9808
3601,es,0.9901
5320,es,0.9774
7098,es,0.9933
4514,es,0.9889
6522,es,0.9853
2209,es,0.9912
4897,es,0.9739
4632,es,0.9917
2832,es,0.9925
4685,es,0.9854
1049,es,0.9868
5666,es,0.9912
1459,es,0.9847
3567,es,0.9931
6505,es,0.9857
4169,es,0.9822
2028,es,0.9931
156,es,0.9906
3928,es,0.9875
8077,es,0.9894
7669,es,0.984
6322,es,0.9911
7629,es,0.9914
313,es,0.9924
495,es,0.9854
8837,es,0.9892
4616,es,0.9534
2610,es,0.9737
1317,es,0.9924
755,es,0.986
1220,es,0.9848
620,es,0.9845
742,es,0.9882
834,es,0.9911
4397,es,0.9681
6213,es,0.9812
8253,es,0.9901
6052,es,0.9888
6434,es,0.9817
8675,en,0.9838
7870,en,0.9868
8430,es,0.9915
2246,es,0.9788
1831,es,0.9855
7232,es,0.9886
2588,es,0.9915
432,es,0.981
7409,es,0.9768
3612,es,0.9852
2446,es,0.9856
1392,es,0.9922
67,es,0.9858
344,es,0.9388
2896,es,0.9784
7122,es,0.992
1225,es,0.9883
5305,es,0.9809
1686,es,0.9824
1734,es,0.97
6728,es,0.9883
4782,es,0.9832
8542,es,0.9925
1118,es,0.9882
6544,es,0.988
2148,es,0.9917
467,es,0.9909
1353,es,0.9902
8124,es,0.991
7060,es,0.9796
3194,es,0.9899
5951,es,0.9848
7742,es,0.9881
3692,es,0.9918
7656,es,0.9856
541,es,0.99
968,es,0.9924
7612,es,0.9786
4003,es,0.9905
2108,es,0.9827
1137,es,0.9886
2549,es,0.9849
3094,es,0.9933
5798,es,0.9904
2682,es,0.9917
3540,es,0.9885
270,es,0.9933
1227,es,0.9926
8214,es,0.9799
5429,es,0.9919
134,es,0.9901
3395,es,0.9846
1047,es,0.9894
809,es,0.9816
5490,es,0.9804
842,es,0.9847
8524,es,0.9725
1979,es,0.989
1860,es,0.9865
2482,es,0.9921
2820,es,0.9634
8692,es,0.9822
29,es,0.977
1375,es,0.9906
4047,es,0.9781
4726,es,0.9871
8715,es,0.979
3670,es,0.9871
3306,es,0.9931
8175,es,0.9801
5378,es,0.9827
7028,en,0.9846
2811,es,0.9906
5826,es,0.9895
2584,es,0.9855
5243,es,0.9841
1970,es,0.9905
2851,es,0.9926
7142,es,0.9851
174,es,0.993
3749,es,0.9707
7712,es,0.9917
2775,es,0.987
6769,es,0.9862
4030,es,0.9856
7607,es,0.9896
3976,es,0.976
1186,es,0.9939
6140,es,0.9843
1453,es,0.9877
1135,es,0.9827
2086,es,0.9929
6891,es,0.9917
2398,es,0.9906
1236,es,0.9924
2444,es,0.9899
4283,es,0.9854
419,es,0.9923
2431,es,0.9924
5423,es,0.9871
7427,es,0.9826
2771,es,0.9925
720,es,0.989
3750,es,0.9739
4066,es,0.9825
2581,es,0.9883
2226,es,0.98
1657,es,0.9874
