id,paragraph_cnt,list_cnt,paragraph_lens,list_lens
42402,13,3,"[46, 16, 9, 2, 47, 2, 53, 2, 15, 25, 13, 12, 14]","[6, 6, 5]"
40462,1,0,[270],[]
42545,10,3,"[8, 1, 3, 2, 60, 2, 32, 2, 33, 34]","[9, 7, 6]"
33582,16,4,"[8, 15, 94, 17, 6, 4, 55, 5, 26, 3, 60, 25, 12, 6, 9, 41]","[4, 7, 5, 4]"
39000,14,2,"[2, 45, 3, 67, 4, 53, 2, 24, 18, 17, 26, 31, 31, 13]","[4, 5]"
39611,20,2,"[53, 6, 5, 65, 14, 28, 4, 15, 3, 48, 3, 66, 67, 8, 35, 1, 28, 33, 24, 16]","[4, 9]"
33833,12,3,"[2, 55, 60, 2, 5, 63, 1, 3, 33, 2, 3, 65]","[4, 4, 4]"
34160,17,3,"[5, 1, 1, 2, 21, 6, 7, 3, 124, 3, 66, 3, 74, 15, 25, 1, 13]","[9, 7, 9]"
41504,15,4,"[19, 23, 2, 36, 2, 31, 2, 87, 7, 28, 3, 4, 2, 4, 9]","[5, 5, 5, 3]"
33150,20,3,"[2, 32, 29, 2, 108, 40, 13, 31, 2, 14, 56, 2, 16, 54, 11, 17, 5, 71, 3, 18]","[3, 7, 6]"
41110,22,2,"[4, 57, 2, 3, 4, 10, 51, 2, 44, 2, 6, 5, 11, 11, 2, 1, 3, 5, 11, 3, 5, 3]","[4, 3]"
35987,30,3,"[28, 10, 4, 3, 3, 122, 3, 103, 3, 81, 83, 54, 2, 3, 2, 4, 2, 1, 3, 2, 1, 3, 1, 1, 1, 2, 1, 2, 5, 5]","[4, 6, 4]"
41697,5,2,"[11, 47, 43, 43, 14]","[5, 5]"
35312,12,1,"[31, 13, 10, 2, 27, 3, 42, 7, 4, 34, 36, 9]",[6]
40755,1,0,[206],[]
34925,12,3,"[11, 5, 5, 1, 74, 1, 76, 2, 60, 49, 2, 47]","[4, 6, 6]"
40546,7,2,"[1, 68, 84, 1, 89, 2, 144]","[5, 7]"
40544,53,6,"[51, 35, 7, 31, 6, 11, 43, 6, 19, 18, 8, 8, 5, 8, 69, 5, 44, 12, 5, 9, 6, 6, 11, 9, 9, 13, 23, 3, 1, 51, 35, 7, 31, 6, 11, 43, 6, 19, 18, 8, 8, 5, 8, 69, 5, 44, 12, 5, 9, 6, 6, 11, 9]","[3, 3, 2, 3, 3, 2]"
37953,1,0,[305],[]
42135,8,2,"[37, 6, 60, 5, 42, 14, 3, 43]","[4, 3]"
40054,18,2,"[5, 1, 25, 4, 92, 5, 52, 3, 6, 5, 10, 56, 37, 11, 34, 31, 19, 2]","[9, 5]"
41721,28,0,"[6, 3, 4, 4, 5, 5, 5, 3, 3, 4, 5, 10, 3, 2, 3, 3, 7, 1, 4, 8, 6, 18, 7, 3, 2, 3, 5, 9]",[]
33012,7,2,"[75, 2, 58, 2, 50, 2, 24]","[6, 6]"
37365,14,3,"[1, 47, 1, 20, 2, 58, 1, 24, 8, 11, 9, 5, 1, 15]","[7, 5, 6]"
39654,10,3,"[9, 115, 3, 2, 53, 2, 59, 2, 111, 33]","[5, 9, 10]"
36290,10,3,"[78, 2, 60, 2, 65, 2, 101, 19, 16, 12]","[5, 6, 5]"
37396,11,3,"[2, 51, 2, 6, 51, 1, 3, 57, 2, 3, 51]","[4, 4, 4]"
34946,12,3,"[2, 67, 67, 2, 5, 18, 1, 3, 33, 2, 3, 80]","[3, 4, 6]"
33844,11,0,"[23, 2, 4, 3, 3, 2, 2, 2, 5, 8, 23]",[]
36552,1,0,[180],[]
40714,1,0,[179],[]
38776,35,2,"[42, 1, 113, 1, 97, 1, 38, 1, 5, 15, 2, 2, 2, 1, 1, 11, 2, 1, 1, 2, 2, 1, 1, 11, 2, 2, 1, 1, 11, 2, 2, 1, 1, 3, 20]","[7, 7]"
33621,6,3,"[2, 82, 2, 108, 2, 83]","[5, 7, 5]"
38767,1,0,[312],[]
34658,16,3,"[1, 33, 1, 32, 2, 19, 1, 23, 10, 5, 8, 12, 9, 6, 1, 12]","[7, 4, 3]"
38885,15,3,"[81, 7, 2, 6, 2, 2, 49, 2, 36, 3, 43, 59, 13, 3, 58]","[6, 6, 6]"
35399,11,3,"[37, 53, 2, 15, 2, 16, 2, 34, 4, 4, 12]","[2, 2, 4]"
41287,8,3,"[17, 3, 2, 59, 2, 62, 2, 40]","[6, 8, 7]"
36410,11,4,"[33, 19, 58, 2, 21, 50, 2, 53, 2, 48, 27]","[2, 7, 8, 6]"
36199,17,3,"[13, 4, 88, 4, 124, 7, 37, 74, 48, 43, 1, 7, 128, 11, 4, 15, 34]","[4, 9, 16]"
41262,17,3,"[27, 2, 63, 74, 43, 23, 10, 13, 11, 3, 139, 19, 13, 11, 11, 9, 9]","[8, 2, 4]"
34590,15,2,"[73, 81, 86, 7, 42, 1, 103, 1, 73, 1, 94, 67, 67, 1, 15]","[9, 7]"
33632,12,3,"[22, 8, 13, 3, 29, 3, 36, 3, 37, 21, 17, 6]","[4, 5, 5]"
33768,12,3,"[2, 66, 70, 2, 4, 25, 1, 3, 31, 2, 3, 81]","[3, 4, 7]"
38764,1,0,[384],[]
32975,39,0,"[80, 4, 7, 9, 7, 7, 16, 14, 43, 3, 2, 5, 6, 4, 16, 4, 15, 4, 9, 2, 4, 9, 8, 7, 13, 5, 12, 2, 5, 23, 11, 9, 6, 13, 16, 6, 35, 16, 33]",[]
33558,17,2,"[3, 29, 8, 5, 77, 4, 63, 10, 76, 4, 11, 18, 11, 11, 13, 26, 6]","[4, 7]"
40342,1,0,[200],[]
40547,12,3,"[2, 44, 78, 2, 5, 37, 1, 3, 60, 2, 3, 82]","[2, 4, 6]"
36806,11,3,"[2, 50, 2, 6, 51, 1, 3, 57, 2, 3, 51]","[4, 4, 4]"
39092,13,3,"[23, 28, 60, 49, 8, 3, 2, 31, 2, 30, 2, 99, 20]","[3, 6, 8]"
34852,12,3,"[2, 37, 67, 2, 6, 18, 1, 3, 33, 2, 3, 78]","[3, 4, 6]"
37308,1,0,[439],[]
41160,1,0,[483],[]
39313,7,2,"[2, 50, 3, 22, 14, 5, 6]","[11, 4]"
35483,1,0,[329],[]
40749,16,4,"[66, 9, 4, 56, 28, 15, 3, 49, 4, 41, 2, 7, 7, 2, 14, 6]","[9, 2, 4, 6]"
39242,22,4,"[1, 14, 1, 6, 6, 1, 44, 30, 36, 20, 12, 95, 2, 22, 2, 9, 2, 6, 7, 1, 9, 34]","[2, 2, 3, 6]"
35134,12,3,"[1, 26, 1, 21, 2, 40, 1, 22, 9, 11, 7, 5]","[5, 4, 5]"
39488,11,3,"[13, 19, 7, 2, 2, 2, 36, 2, 76, 2, 11]","[5, 5, 3]"
40275,1,0,[361],[]
36134,14,3,"[27, 7, 4, 44, 2, 103, 2, 63, 3, 71, 50, 44, 11, 10]","[9, 7, 7]"
35281,28,4,"[8, 2, 13, 69, 29, 34, 84, 5, 74, 2, 45, 3, 155, 3, 22, 8, 9, 43, 36, 57, 13, 10, 76, 8, 9, 9, 3, 21]","[4, 9, 3, 8]"
40667,1,0,[492],[]
42644,22,3,"[5, 16, 4, 21, 5, 43, 9, 12, 17, 5, 2, 4, 9, 2, 2, 2, 4, 2, 5, 5, 7, 5]","[3, 5, 6]"
36904,1,0,[249],[]
41542,14,3,"[53, 60, 6, 8, 4, 6, 3, 3, 2, 26, 2, 24, 2, 37]","[5, 3, 7]"
35871,12,3,"[2, 67, 67, 2, 5, 18, 1, 3, 33, 2, 3, 80]","[3, 4, 6]"
34175,17,2,"[95, 67, 5, 59, 4, 53, 5, 60, 19, 40, 17, 3, 50, 29, 24, 15, 98]","[5, 6]"
41037,1,0,[282],[]
36385,11,3,"[26, 1, 5, 2, 23, 4, 20, 27, 20, 1, 7]","[3, 6, 3]"
34329,17,4,"[1, 16, 1, 46, 2, 61, 3, 34, 15, 5, 37, 4, 12, 4, 20, 1, 34]","[3, 7, 7, 4]"
34022,18,3,"[7, 46, 51, 29, 2, 52, 2, 58, 2, 105, 2, 60, 47, 56, 16, 19, 5, 7]","[5, 9, 7]"
40721,13,3,"[19, 2, 17, 3, 20, 3, 18, 1, 4, 2, 4, 5, 3]","[3, 3, 4]"
41992,15,1,"[40, 31, 2, 1, 22, 12, 19, 2, 9, 12, 23, 6, 2, 2, 25]",[2]
40764,1,0,[276],[]
41863,14,3,"[17, 31, 42, 18, 10, 7, 3, 2, 41, 2, 37, 2, 16, 26]","[5, 5, 3]"
34248,18,3,"[10, 40, 4, 19, 15, 3, 2, 53, 2, 50, 2, 48, 24, 11, 7, 9, 12, 5]","[7, 6, 4]"
41585,20,3,"[43, 10, 6, 17, 2, 32, 2, 28, 6, 42, 29, 8, 33, 19, 3, 7, 4, 2, 8, 5]","[5, 6, 6]"
35974,12,3,"[2, 66, 68, 2, 5, 16, 1, 3, 47, 2, 3, 89]","[3, 4, 6]"
33195,22,4,"[3, 46, 2, 30, 2, 6, 2, 3, 10, 25, 2, 112, 2, 68, 34, 1, 7, 6, 5, 7, 9, 8]","[2, 5, 10, 6]"
36404,9,3,"[10, 107, 2, 47, 2, 44, 2, 85, 30]","[5, 5, 7]"
38241,12,3,"[7, 10, 1, 15, 1, 11, 2, 19, 34, 2, 50, 7]","[3, 6, 4]"
36980,1,0,[198],[]
35008,22,3,"[114, 3, 2, 112, 40, 9, 7, 8, 24, 2, 76, 2, 87, 2, 9, 58, 24, 41, 9, 2, 5, 2]","[5, 7, 7]"
33298,13,3,"[6, 60, 21, 3, 2, 2, 49, 2, 39, 2, 2, 43, 15]","[6, 7, 7]"
33452,38,0,"[36, 13, 36, 15, 1, 8, 3, 11, 20, 15, 8, 9, 12, 6, 4, 1, 12, 7, 17, 12, 8, 12, 6, 8, 9, 6, 2, 1, 7, 1, 10, 9, 9, 9, 21, 15, 3, 36]",[]
33031,7,3,"[82, 2, 48, 2, 65, 2, 42]","[5, 7, 4]"
41392,23,0,"[6, 3, 4, 7, 6, 13, 3, 8, 10, 9, 4, 6, 3, 10, 12, 5, 19, 12, 3, 2, 3, 5, 9]",[]
42447,25,1,"[1, 2, 3, 1, 29, 17, 2, 3, 11, 10, 11, 3, 11, 6, 7, 12, 1, 7, 4, 31, 2, 5, 23, 1, 88]",[9]
36174,14,3,"[1, 31, 1, 26, 2, 31, 1, 24, 8, 11, 9, 5, 1, 15]","[4, 4, 4]"
36830,12,3,"[2, 54, 60, 2, 5, 63, 1, 3, 33, 2, 3, 65]","[4, 4, 4]"
33157,30,5,"[3, 46, 2, 43, 8, 2, 6, 2, 44, 36, 21, 31, 32, 25, 2, 77, 8, 2, 49, 37, 5, 27, 1, 2, 2, 5, 8, 4, 9, 8]","[5, 4, 4, 6, 4]"
39065,20,3,"[48, 83, 35, 2, 75, 2, 78, 2, 5, 43, 58, 33, 10, 21, 40, 9, 10, 2, 14, 9]","[3, 5, 4]"
33971,12,3,"[2, 41, 68, 2, 5, 16, 1, 3, 47, 2, 3, 89]","[3, 4, 6]"
37178,12,3,"[2, 37, 67, 2, 6, 18, 1, 3, 33, 2, 3, 78]","[3, 4, 6]"
36910,1,0,[333],[]
40750,17,4,"[48, 20, 8, 4, 51, 32, 15, 3, 29, 4, 51, 2, 7, 7, 2, 14, 6]","[8, 2, 3, 7]"
39441,24,0,"[89, 66, 3, 2, 3, 7, 6, 3, 3, 3, 6, 2, 6, 16, 6, 7, 6, 2, 8, 6, 7, 13, 4, 12]",[]
38891,1,0,[212],[]
34292,17,3,"[1, 2, 1, 2, 16, 33, 49, 1, 120, 1, 70, 1, 22, 29, 37, 14, 36]","[6, 5, 5]"
41548,32,3,"[9, 13, 12, 23, 6, 3, 4, 14, 8, 9, 2, 2, 3, 3, 2, 4, 4, 4, 4, 5, 4, 3, 5, 15, 9, 6, 2, 50, 2, 46, 2, 106]","[9, 9, 14]"
40585,25,3,"[1, 80, 1, 85, 2, 60, 2, 122, 2, 3, 3, 5, 3, 5, 6, 6, 2, 4, 8, 4, 53, 2, 2, 13, 6]","[4, 4, 8]"
39740,20,3,"[1, 1, 39, 2, 40, 1, 43, 7, 35, 2, 34, 1, 104, 40, 2, 29, 82, 33, 1, 49]","[2, 3, 3]"
38607,16,3,"[23, 25, 42, 14, 1, 27, 64, 20, 1, 50, 1, 280, 15, 18, 5, 52]","[11, 4, 11]"
41321,12,3,"[2, 43, 70, 2, 7, 25, 1, 3, 35, 2, 3, 81]","[3, 4, 7]"
39987,1,0,[105],[]
34402,25,3,"[2, 12, 2, 6, 2, 2, 2, 3, 2, 1, 2, 45, 6, 3, 7, 4, 4, 10, 37, 2, 67, 3, 27, 3, 84]","[5, 5, 7]"
33707,18,3,"[5, 19, 5, 10, 5, 61, 1, 68, 1, 5, 1, 2, 2, 11, 4, 66, 34, 4]","[6, 3, 10]"
35290,25,4,"[1, 57, 101, 1, 1, 155, 1, 37, 5, 69, 5, 86, 1, 21, 38, 21, 16, 12, 10, 15, 9, 12, 2, 43, 62]","[5, 2, 2, 3]"
34018,12,4,"[54, 50, 8, 80, 2, 65, 2, 71, 2, 133, 17, 6]","[5, 4, 5, 7]"
38618,12,3,"[7, 10, 1, 38, 1, 11, 2, 55, 34, 2, 50, 7]","[7, 5, 7]"
41544,16,3,"[5, 59, 30, 105, 47, 111, 62, 3, 2, 30, 2, 73, 2, 66, 8, 6]","[5, 8, 22]"
41391,27,0,"[8, 3, 4, 4, 2, 5, 2, 2, 4, 10, 3, 6, 3, 13, 2, 2, 4, 5, 4, 16, 7, 8, 3, 2, 3, 5, 9]",[]
35320,1,0,[60],[]
39990,1,0,[368],[]
40817,1,0,[147],[]
33169,16,4,"[65, 12, 3, 2, 4, 87, 7, 64, 5, 57, 4, 59, 64, 2, 7, 3]","[4, 4, 7, 5]"
37549,12,3,"[2, 43, 70, 2, 7, 25, 1, 3, 35, 2, 3, 81]","[3, 4, 7]"
34231,53,3,"[49, 1, 57, 1, 80, 1, 44, 1, 5, 20, 2, 2, 2, 1, 1, 11, 2, 1, 1, 11, 2, 2, 1, 1, 11, 2, 1, 1, 11, 2, 2, 1, 1, 11, 2, 1, 1, 11, 2, 1, 1, 11, 2, 2, 1, 1, 11, 2, 1, 1, 11, 3, 20]","[5, 8, 8]"
38878,7,3,"[52, 2, 65, 2, 42, 2, 68]","[4, 4, 4]"
37204,13,3,"[6, 36, 72, 25, 57, 3, 2, 22, 2, 18, 2, 41, 19]","[8, 5, 10]"
36681,20,5,"[63, 19, 8, 36, 20, 7, 2, 30, 2, 2, 8, 40, 2, 24, 15, 22, 8, 2, 137, 30]","[3, 4, 5, 3, 16]"
36606,12,3,"[42, 16, 8, 3, 2, 13, 2, 38, 44, 2, 32, 30]","[4, 4, 5]"
41166,18,3,"[3, 12, 2, 4, 2, 3, 3, 25, 3, 38, 3, 50, 7, 35, 2, 1, 10, 10]","[6, 4, 5]"
34341,17,4,"[1, 14, 1, 28, 2, 61, 2, 34, 15, 5, 37, 4, 13, 4, 12, 1, 34]","[2, 5, 7, 4]"
42839,16,0,"[2, 3, 1, 4, 12, 14, 20, 41, 19, 7, 33, 8, 7, 8, 10, 12]",[]
41450,33,1,"[3, 7, 125, 9, 5, 5, 2, 3, 9, 2, 75, 1, 2, 7, 10, 11, 9, 13, 15, 9, 13, 3, 29, 17, 32, 33, 53, 5, 8, 4, 3, 3, 4]",[7]
38249,50,6,"[4, 6, 1, 2, 1, 2, 5, 2, 5, 57, 11, 11, 4, 45, 4, 1, 24, 1, 6, 1, 11, 1, 3, 3, 63, 2, 13, 6, 6, 6, 6, 18, 11, 15, 4, 2, 2, 5, 2, 2, 5, 4, 2, 2, 5, 2, 2, 5, 3, 111]","[5, 2, 4, 2, 2, 12]"
38098,16,3,"[12, 3, 11, 4, 5, 148, 1, 3, 26, 3, 32, 1, 23, 3, 77, 19]","[4, 5, 6]"
38341,13,3,"[24, 7, 6, 9, 3, 2, 60, 2, 90, 2, 132, 7, 35]","[7, 8, 14]"
35167,19,3,"[15, 4, 54, 4, 43, 7, 65, 54, 74, 43, 88, 1, 7, 51, 31, 10, 4, 15, 34]","[5, 5, 4]"
37431,13,3,"[1, 104, 49, 7, 1, 102, 1, 113, 2, 84, 42, 21, 35]","[5, 6, 10]"
35322,1,0,[4],[]
35404,16,2,"[56, 23, 8, 2, 18, 2, 8, 15, 10, 2, 8, 21, 2, 4, 1, 1]","[2, 2]"
38437,20,3,"[1, 1, 39, 2, 39, 1, 43, 7, 35, 2, 44, 1, 104, 40, 2, 29, 82, 33, 1, 49]","[2, 3, 3]"
42431,22,2,"[11, 1, 44, 2, 111, 2, 126, 17, 41, 76, 2, 2, 5, 3, 4, 17, 2, 23, 5, 14, 4, 25]","[5, 7]"
40571,1,0,[180],[]
36521,15,3,"[48, 10, 4, 42, 2, 118, 2, 77, 2, 130, 1, 18, 6, 14, 5]","[6, 5, 5]"
36706,11,3,"[104, 2, 110, 2, 7, 96, 5, 43, 2, 21, 38]","[5, 8, 6]"
38889,1,0,[263],[]
41345,11,3,"[2, 38, 2, 5, 33, 1, 3, 22, 2, 3, 61]","[3, 3, 5]"
35495,15,3,"[12, 49, 19, 2, 161, 4, 125, 4, 105, 41, 5, 25, 52, 34, 14]","[5, 6, 5]"
34743,1,0,[297],[]
40866,1,0,[345],[]
40076,1,0,[253],[]
34399,17,4,"[1, 22, 1, 28, 2, 61, 2, 34, 15, 5, 37, 4, 12, 4, 20, 1, 35]","[4, 7, 7, 4]"
40403,1,0,[386],[]
39789,19,5,"[34, 23, 6, 6, 31, 7, 36, 3, 3, 17, 4, 13, 2, 9, 2, 15, 16, 15, 16]","[4, 5, 3, 3, 2]"
35565,9,3,"[4, 56, 20, 2, 18, 2, 18, 2, 33]","[7, 5, 5]"
37754,17,3,"[18, 4, 33, 4, 63, 7, 55, 74, 43, 63, 1, 7, 72, 11, 4, 15, 34]","[5, 4, 7]"
37910,1,0,[345],[]
33523,1,0,[105],[]
34324,21,4,"[1, 34, 1, 50, 2, 20, 4, 11, 11, 25, 5, 32, 15, 5, 37, 4, 10, 3, 3, 1, 32]","[4, 5, 6, 4]"
34829,11,3,"[54, 2, 58, 2, 52, 4, 69, 42, 29, 56, 68]","[11, 6, 8]"
35186,30,4,"[32, 4, 75, 4, 63, 7, 65, 30, 74, 45, 1, 7, 62, 58, 11, 4, 15, 34, 2, 2, 2, 2, 1, 2, 5, 25, 5, 12, 5, 23]","[4, 5, 5, 6]"
37609,12,3,"[2, 53, 2, 6, 43, 1, 3, 44, 2, 3, 38, 48]","[3, 4, 4]"
38173,11,3,"[2, 38, 2, 5, 33, 1, 3, 22, 2, 3, 61]","[3, 3, 5]"
34039,12,4,"[54, 50, 8, 80, 2, 65, 2, 71, 2, 133, 17, 6]","[5, 4, 5, 7]"
39951,1,0,[213],[]
37469,12,3,"[2, 44, 78, 2, 5, 37, 1, 3, 60, 2, 3, 82]","[2, 4, 6]"
36734,20,5,"[63, 16, 10, 46, 47, 9, 9, 2, 42, 2, 2, 42, 2, 13, 22, 6, 2, 119, 36, 21]","[4, 5, 7, 2, 12]"
36704,19,5,"[21, 32, 46, 19, 8, 2, 80, 2, 2, 61, 2, 37, 22, 8, 2, 143, 45, 21, 9]","[7, 6, 6, 3, 14]"
37077,1,0,[223],[]
36362,49,3,"[62, 3, 5, 1, 1, 3, 3, 3, 6, 8, 17, 6, 5, 74, 5, 99, 13, 54, 6, 44, 1, 20, 1, 15, 1, 10, 1, 10, 1, 14, 1, 16, 1, 19, 1, 16, 1, 12, 19, 3, 4, 34, 7, 7, 5, 6, 8, 5, 1]","[6, 5, 4]"
39131,33,3,"[40, 9, 3, 2, 20, 30, 2, 25, 49, 8, 69, 22, 29, 3, 6, 5, 7, 56, 9, 3, 69, 7, 53, 6, 3, 3, 3, 70, 7, 52, 6, 3, 3]","[6, 7, 9]"
33564,18,4,"[6, 69, 40, 31, 6, 9, 3, 3, 16, 3, 34, 3, 19, 9, 43, 36, 44, 13]","[6, 6, 7, 5]"
35615,35,5,"[1, 8, 17, 26, 53, 4, 64, 23, 23, 15, 9, 12, 2, 79, 2, 1, 24, 1, 19, 13, 22, 8, 1, 18, 7, 31, 0, 14, 41, 11, 1, 11, 64, 34, 18]","[11, 3, 5, 4, 3]"
41750,10,3,"[11, 53, 14, 2, 78, 2, 122, 2, 3, 40]","[6, 9, 5]"
