id,paragraph_cnt,list_cnt,paragraph_lens,list_lens
29495,35,0,"[7, 16, 28, 15, 5, 10, 7, 14, 11, 22, 5, 8, 7, 7, 15, 16, 3, 12, 4, 60, 6, 9, 11, 2, 1, 2, 13, 6, 16, 35, 6, 3, 15, 11, 2]",[]
28015,10,2,"[8, 2, 34, 2, 27, 4, 12, 5, 4, 1]","[5, 4]"
37678,16,3,"[6, 3, 6, 7, 17, 6, 5, 35, 5, 29, 4, 29, 3, 7, 40, 11]","[8, 4, 4]"
29216,20,0,"[9, 23, 23, 6, 46, 11, 10, 5, 24, 18, 7, 21, 4, 1, 5, 31, 6, 2, 7, 85]",[]
26507,13,3,"[8, 17, 9, 33, 7, 40, 5, 17, 5, 12, 4, 1, 2]","[3, 4, 4]"
24235,23,3,"[46, 35, 3, 15, 3, 53, 5, 18, 16, 4, 2, 3, 2, 2, 4, 5, 3, 3, 2, 3, 2, 2, 22]","[4, 7, 6]"
32458,1,0,[380],[]
30094,12,3,"[8, 15, 8, 42, 3, 31, 5, 58, 4, 10, 4, 1]","[5, 6, 7]"
27803,13,3,"[37, 17, 6, 29, 3, 27, 5, 20, 11, 5, 5, 9, 7]","[7, 4, 4]"
30665,26,3,"[9, 3, 4, 56, 53, 10, 2, 17, 4, 37, 8, 7, 15, 8, 16, 10, 3, 27, 11, 6, 3, 3, 2, 10, 6, 13]","[12, 4, 5]"
28266,20,3,"[5, 74, 14, 2, 23, 2, 44, 2, 71, 17, 8, 2, 6, 3, 3, 2, 2, 9, 13, 11]","[5, 6, 10]"
22693,23,3,"[46, 29, 3, 21, 3, 33, 5, 18, 16, 4, 2, 3, 2, 2, 4, 5, 3, 3, 5, 3, 2, 2, 22]","[2, 6, 6]"
37547,28,0,"[8, 7, 7, 17, 3, 7, 6, 6, 3, 5, 4, 3, 4, 9, 2, 4, 4, 3, 12, 5, 3, 42, 3, 3, 3, 25, 34, 7]",[]
23860,13,3,"[6, 2, 72, 2, 85, 2, 10, 53, 3, 27, 38, 6, 18]","[6, 6, 6]"
36898,1,0,[595],[]
30798,31,8,"[24, 8, 6, 8, 38, 46, 21, 16, 18, 3, 82, 36, 62, 20, 41, 5, 73, 5, 3, 132, 6, 38, 7, 66, 3, 64, 3, 5, 5, 4, 17]","[2, 2, 3, 4, 7, 10, 4, 7]"
27211,18,3,"[12, 15, 12, 9, 8, 9, 12, 11, 3, 11, 4, 15, 4, 27, 5, 34, 2, 13]","[5, 5, 6]"
29019,26,0,"[7, 26, 30, 37, 3, 2, 5, 9, 6, 4, 7, 1, 6, 9, 3, 9, 8, 2, 12, 4, 8, 7, 10, 28, 17, 11]",[]
28206,8,3,"[3, 35, 2, 26, 2, 24, 22, 35]","[4, 4, 7]"
31828,35,3,"[48, 42, 2, 16, 3, 10, 33, 7, 24, 26, 12, 19, 6, 2, 2, 3, 2, 1, 2, 2, 2, 3, 2, 2, 2, 1, 2, 2, 2, 6, 3, 2, 2, 3, 3]","[4, 5, 5]"
33078,1,0,[452],[]
25797,16,3,"[43, 11, 20, 16, 1, 66, 2, 57, 2, 36, 2, 47, 6, 2, 5, 26]","[4, 5, 4]"
35768,52,0,"[12, 77, 7, 31, 37, 2, 1, 1, 1, 1, 3, 1, 1, 6, 3, 7, 1, 54, 1, 2, 7, 2, 2, 7, 2, 2, 7, 2, 2, 7, 2, 2, 7, 15, 27, 27, 2, 10, 4, 3, 4, 17, 6, 2, 2, 18, 1, 1, 22, 1, 3, 42]",[]
22497,20,3,"[28, 4, 3, 66, 3, 37, 3, 28, 32, 3, 3, 2, 2, 2, 6, 9, 2, 4, 4, 45]","[10, 4, 4]"
37889,25,3,"[10, 24, 4, 78, 11, 5, 14, 9, 13, 20, 14, 5, 29, 12, 7, 3, 1, 8, 7, 4, 12, 2, 16, 8, 10]","[8, 3, 5]"
37001,10,3,"[54, 51, 6, 7, 4, 109, 2, 104, 3, 69]","[7, 9, 8]"
34995,1,0,[314],[]
26155,9,2,"[4, 6, 12, 3, 11, 4, 8, 4, 1]","[2, 3]"
33800,19,3,"[74, 17, 10, 5, 39, 5, 24, 4, 71, 8, 14, 17, 8, 22, 7, 2, 2, 4, 7]","[4, 4, 7]"
23202,13,3,"[4, 49, 7, 14, 14, 6, 27, 3, 7, 4, 10, 4, 1]","[3, 6, 4]"
24174,13,3,"[4, 49, 3, 1, 78, 3, 35, 3, 47, 4, 15, 4, 1]","[10, 7, 10]"
28068,50,0,"[3, 7, 3, 12, 11, 11, 5, 12, 6, 46, 38, 3, 65, 8, 3, 8, 8, 5, 37, 3, 75, 5, 15, 19, 15, 17, 19, 25, 20, 2, 25, 21, 19, 18, 16, 20, 20, 23, 3, 61, 6, 8, 11, 5, 6, 4, 37, 16, 3, 4]",[]
33384,49,0,"[9, 6, 5, 32, 28, 4, 4, 7, 9, 4, 2, 6, 3, 11, 5, 3, 3, 1, 3, 3, 3, 8, 10, 5, 3, 6, 2, 4, 4, 6, 2, 3, 9, 2, 1, 4, 4, 4, 11, 7, 5, 7, 5, 10, 10, 9, 15, 11, 7]",[]
22517,12,3,"[1, 17, 5, 17, 23, 2, 81, 2, 45, 4, 20, 59]","[8, 6, 5]"
35386,1,0,[544],[]
36059,64,0,"[12, 77, 7, 31, 37, 2, 1, 1, 1, 1, 1, 1, 3, 1, 6, 5, 1, 1, 8, 3, 7, 1, 54, 1, 2, 7, 6, 3, 2, 23, 7, 1, 2, 7, 2, 2, 7, 2, 2, 7, 2, 2, 7, 2, 2, 7, 15, 27, 2, 10, 4, 3, 4, 17, 6, 2, 2, 18, 1, 1, 22, 1, 3, 42]",[]
36703,12,3,"[14, 12, 33, 17, 41, 2, 76, 13, 17, 32, 6, 16]","[4, 4, 5]"
33231,1,0,[236],[]
22136,10,2,"[48, 6, 3, 20, 3, 23, 7, 25, 8, 14]","[8, 5]"
36478,1,0,[300],[]
38687,11,4,"[48, 25, 4, 35, 6, 3, 17, 3, 48, 2, 24]","[7, 3, 5, 2]"
22742,27,5,"[3, 29, 4, 44, 1, 25, 61, 1, 56, 4, 31, 18, 16, 3, 25, 3, 37, 3, 34, 41, 3, 37, 9, 8, 18, 2, 18]","[5, 3, 4, 3, 5]"
23567,11,2,"[1, 5, 43, 47, 34, 1, 30, 40, 1, 27, 55]","[5, 4]"
29104,68,0,"[12, 77, 7, 31, 37, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 5, 2, 2, 2, 1, 6, 3, 7, 1, 54, 1, 2, 7, 6, 3, 2, 23, 7, 1, 2, 7, 2, 2, 7, 2, 2, 7, 2, 2, 7, 2, 2, 7, 15, 27, 2, 10, 4, 3, 4, 17, 6, 2, 2, 18, 1, 1, 22, 1, 3, 42]",[]
33170,13,3,"[24, 61, 19, 1, 74, 1, 58, 1, 38, 45, 20, 4, 32]","[5, 7, 4]"
34752,1,0,[284],[]
29605,44,0,"[9, 3, 5, 25, 3, 27, 26, 3, 11, 5, 29, 11, 20, 52, 2, 6, 15, 7, 10, 18, 4, 7, 18, 9, 4, 6, 12, 9, 3, 6, 6, 5, 12, 15, 3, 2, 2, 9, 4, 8, 8, 8, 11, 9]",[]
27380,5,2,"[51, 4, 86, 5, 44]","[6, 5]"
23954,10,2,"[4, 11, 7, 30, 4, 31, 4, 12, 4, 1]","[4, 4]"
31973,1,0,[259],[]
30205,12,3,"[5, 7, 38, 5, 96, 4, 35, 4, 34, 24, 55, 4]","[5, 4, 4]"
23959,28,3,"[44, 2, 19, 2, 31, 4, 23, 35, 11, 16, 14, 69, 1, 1, 1, 1, 1, 2, 1, 4, 1, 7, 1, 5, 1, 4, 1, 1]","[4, 5, 6]"
37720,10,2,"[2, 147, 2, 67, 67, 4, 20, 75, 6, 46]","[5, 5]"
32002,1,0,[276],[]
38411,24,3,"[8, 3, 10, 11, 3, 35, 3, 21, 3, 47, 58, 6, 52, 6, 7, 2, 2, 6, 2, 8, 4, 7, 5, 3]","[5, 5, 10]"
26148,9,2,"[4, 6, 3, 3, 8, 4, 12, 4, 1]","[3, 3]"
22419,12,3,"[1, 14, 5, 17, 23, 2, 53, 2, 73, 4, 20, 59]","[6, 5, 5]"
36543,1,0,[260],[]
23270,12,2,"[8, 34, 6, 69, 3, 13, 5, 26, 4, 14, 4, 1]","[3, 3]"
27917,16,4,"[8, 20, 8, 67, 9, 17, 19, 9, 24, 9, 51, 4, 14, 5, 4, 1]","[6, 6, 5, 8]"
28788,31,0,"[2, 13, 30, 23, 17, 16, 12, 6, 6, 5, 10, 2, 11, 2, 3, 4, 3, 14, 4, 6, 3, 2, 5, 1, 2, 1, 13, 2, 3, 2, 2]",[]
35431,21,5,"[10, 10, 9, 12, 104, 9, 16, 3, 64, 4, 34, 5, 87, 7, 3, 4, 2, 9, 6, 9, 1]","[3, 4, 8, 9, 8]"
38474,3,0,"[55, 1, 10]",[]
27448,19,3,"[7, 5, 10, 6, 16, 2, 57, 2, 45, 3, 40, 2, 38, 7, 2, 2, 1, 7, 4]","[5, 5, 6]"
39041,15,4,"[8, 8, 9, 75, 10, 43, 5, 16, 16, 24, 4, 18, 5, 4, 1]","[5, 3, 3, 3]"
29037,32,0,"[2, 11, 35, 42, 10, 13, 3, 2, 2, 6, 6, 8, 6, 7, 4, 10, 5, 7, 6, 3, 3, 3, 10, 8, 11, 12, 11, 3, 8, 34, 16, 11]",[]
32347,28,3,"[7, 3, 6, 8, 3, 20, 7, 21, 3, 78, 3, 24, 3, 41, 18, 3, 2, 4, 3, 7, 7, 2, 5, 2, 3, 1, 1, 3]","[16, 4, 4]"
21514,13,3,"[31, 4, 15, 2, 1, 2, 2, 5, 55, 6, 41, 5, 94]","[3, 4, 6]"
25504,19,2,"[1, 12, 40, 41, 9, 1, 19, 93, 1, 110, 2, 6, 5, 5, 4, 3, 5, 61, 71]","[6, 7]"
24091,20,2,"[6, 21, 32, 16, 24, 85, 21, 5, 9, 3, 3, 39, 4, 67, 10, 9, 11, 14, 7, 4]","[8, 10]"
24083,41,4,"[14, 8, 26, 3, 43, 3, 36, 7, 3, 32, 25, 23, 52, 18, 4, 3, 2, 7, 9, 56, 1, 1, 1, 2, 1, 1, 1, 3, 1, 6, 1, 2, 1, 1, 1, 3, 3, 4, 4, 1, 3]","[9, 6, 2, 7]"
26172,9,2,"[4, 7, 27, 5, 23, 4, 20, 4, 1]","[5, 5]"
36000,24,3,"[27, 7, 3, 1, 1, 1, 2, 36, 2, 33, 2, 30, 5, 28, 2, 2, 3, 5, 6, 13, 9, 14, 6, 0]","[4, 5, 7]"
30283,53,0,"[12, 77, 7, 31, 37, 2, 1, 1, 1, 1, 1, 3, 1, 6, 3, 7, 1, 54, 6, 3, 2, 23, 7, 1, 2, 7, 2, 2, 7, 2, 2, 7, 2, 2, 7, 15, 27, 2, 10, 4, 3, 4, 17, 6, 2, 2, 18, 1, 1, 22, 1, 3, 42]",[]
30502,26,3,"[6, 3, 5, 19, 15, 15, 11, 5, 3, 25, 4, 5, 30, 3, 6, 26, 3, 2, 2, 9, 4, 8, 8, 8, 11, 9]","[6, 4, 3]"
36561,1,0,[234],[]
32529,24,2,"[6, 73, 23, 23, 5, 7, 13, 3, 20, 31, 30, 10, 18, 13, 33, 1, 5, 4, 6, 10, 9, 11, 7, 6]","[4, 4]"
26990,27,0,"[6, 43, 5, 8, 37, 4, 14, 8, 7, 13, 5, 10, 15, 12, 5, 24, 12, 12, 4, 23, 5, 18, 24, 12, 12, 10, 97]",[]
38382,15,5,"[18, 18, 5, 12, 2, 11, 4, 25, 4, 7, 5, 20, 7, 52, 27]","[5, 4, 4, 3, 5]"
31552,13,3,"[1, 14, 30, 4, 1, 51, 1, 28, 2, 42, 74, 47, 15]","[6, 10, 5]"
21885,26,5,"[3, 29, 4, 44, 1, 25, 61, 1, 56, 4, 19, 3, 21, 3, 38, 3, 34, 41, 3, 37, 17, 35, 8, 18, 2, 18]","[5, 3, 4, 6, 6]"
25260,26,2,"[1, 63, 1, 65, 2, 15, 40, 42, 2, 2, 3, 3, 5, 3, 7, 8, 6, 2, 4, 8, 4, 92, 2, 2, 9, 6]","[6, 5]"
30411,17,3,"[3, 32, 2, 55, 2, 15, 2, 15, 2, 19, 10, 3, 27, 67, 26, 1, 13]","[3, 3, 5]"
29232,19,0,"[4, 4, 12, 3, 9, 9, 7, 8, 5, 14, 8, 3, 8, 3, 9, 11, 10, 23, 48]",[]
37359,12,2,"[4, 42, 23, 5, 33, 2, 34, 4, 11, 5, 4, 1]","[6, 4]"
30119,31,3,"[14, 4, 10, 7, 16, 28, 10, 5, 61, 5, 35, 16, 3, 12, 4, 87, 13, 6, 16, 35, 6, 3, 3, 3, 2, 2, 4, 2, 5, 6, 3]","[5, 4, 7]"
22973,15,4,"[8, 11, 5, 33, 7, 15, 15, 5, 12, 5, 50, 4, 10, 4, 1]","[5, 3, 3, 6]"
21846,20,3,"[12, 7, 5, 24, 4, 20, 5, 76, 5, 15, 16, 11, 7, 35, 27, 13, 10, 35, 46, 25]","[4, 4, 4]"
21925,5,3,"[42, 22, 44, 17, 63]","[8, 7, 10]"
26218,10,2,"[4, 24, 3, 4, 5, 7, 4, 13, 4, 1]","[3, 3]"
32281,32,0,"[2, 6, 22, 28, 5, 15, 4, 2, 7, 5, 7, 2, 3, 6, 15, 27, 4, 4, 4, 3, 1, 5, 9, 6, 2, 4, 3, 7, 5, 12, 17, 11]",[]
22920,12,3,"[4, 34, 5, 10, 5, 35, 5, 4, 4, 13, 4, 1]","[3, 7, 3]"
32534,21,4,"[41, 9, 83, 4, 99, 4, 76, 6, 12, 28, 21, 6, 132, 37, 57, 15, 23, 3, 10, 17, 20]","[5, 6, 2, 8]"
33303,34,0,"[7, 16, 25, 15, 5, 6, 4, 14, 11, 5, 22, 5, 8, 7, 7, 7, 15, 16, 3, 12, 4, 59, 9, 11, 2, 1, 2, 13, 6, 16, 36, 6, 4, 27]",[]
32889,1,0,[450],[]
35142,17,4,"[8, 4, 9, 7, 1, 24, 7, 17, 11, 5, 35, 16, 124, 4, 15, 4, 1]","[4, 4, 4, 8]"
30728,53,0,"[12, 77, 7, 31, 37, 2, 1, 1, 1, 1, 1, 3, 1, 6, 3, 7, 1, 54, 6, 3, 2, 23, 7, 1, 2, 7, 2, 2, 7, 2, 2, 7, 2, 2, 7, 15, 27, 2, 10, 4, 3, 4, 17, 6, 2, 2, 18, 1, 1, 22, 1, 3, 42]",[]
33587,10,2,"[4, 9, 7, 54, 5, 20, 4, 17, 4, 1]","[3, 6]"
27327,23,3,"[12, 4, 6, 8, 5, 23, 5, 5, 38, 2, 10, 4, 17, 3, 21, 3, 11, 2, 3, 2, 2, 11, 6]","[2, 2, 2]"
31070,14,3,"[14, 23, 2, 27, 2, 24, 2, 23, 2, 2, 4, 4, 6, 9]","[7, 3, 3]"
31326,7,3,"[88, 3, 55, 4, 27, 4, 28]","[6, 8, 6]"
35248,15,4,"[8, 11, 7, 67, 4, 29, 5, 23, 8, 46, 4, 12, 5, 4, 1]","[5, 6, 5, 9]"
32030,1,0,[307],[]
32921,1,0,[458],[]
30463,68,0,"[12, 77, 7, 31, 37, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 5, 2, 2, 2, 1, 6, 3, 7, 1, 54, 1, 2, 7, 6, 3, 2, 23, 7, 1, 2, 7, 2, 2, 7, 2, 2, 7, 2, 2, 7, 2, 2, 7, 15, 27, 2, 10, 4, 3, 4, 17, 6, 2, 2, 18, 1, 1, 22, 1, 3, 42]",[]
30051,9,2,"[4, 3, 6, 5, 7, 4, 13, 4, 1]","[3, 3]"
27875,28,3,"[19, 5, 15, 5, 11, 5, 25, 11, 15, 21, 12, 9, 5, 73, 1, 1, 1, 1, 1, 2, 1, 2, 1, 3, 1, 2, 1, 1]","[5, 8, 6]"
35015,17,3,"[1, 16, 57, 13, 39, 83, 1, 12, 37, 33, 1, 14, 85, 26, 2, 118, 43]","[5, 3, 12]"
30850,34,5,"[109, 15, 3, 92, 4, 41, 4, 43, 7, 19, 3, 1, 6, 1, 24, 13, 4, 4, 2, 15, 7, 3, 3, 3, 7, 7, 2, 66, 2, 1, 3, 4, 2, 0]","[4, 5, 5, 3, 2]"
37440,25,0,"[6, 13, 33, 10, 6, 5, 7, 12, 10, 8, 12, 11, 5, 5, 3, 3, 2, 5, 8, 4, 1, 6, 23, 11, 24]",[]
30911,53,0,"[12, 77, 7, 31, 37, 2, 1, 1, 1, 1, 1, 3, 1, 6, 3, 7, 1, 54, 6, 3, 2, 23, 7, 1, 2, 7, 2, 2, 7, 2, 2, 7, 2, 2, 7, 15, 27, 2, 10, 4, 3, 4, 17, 6, 2, 2, 18, 1, 1, 22, 1, 3, 42]",[]
31894,1,0,[282],[]
30974,53,0,"[12, 77, 7, 31, 37, 2, 1, 1, 1, 1, 1, 3, 1, 6, 3, 7, 1, 54, 6, 3, 2, 23, 7, 1, 2, 7, 2, 2, 7, 2, 2, 7, 2, 2, 7, 15, 27, 2, 10, 4, 3, 4, 17, 6, 2, 2, 18, 1, 1, 22, 1, 3, 42]",[]
26466,9,2,"[4, 6, 4, 3, 8, 4, 11, 4, 1]","[2, 3]"
31177,13,3,"[4, 40, 3, 47, 3, 42, 5, 21, 31, 15, 14, 4, 23]","[5, 5, 3]"
36472,1,0,[274],[]
31642,10,2,"[4, 2, 22, 2, 24, 4, 13, 5, 4, 1]","[4, 4]"
37667,14,4,"[89, 8, 3, 39, 5, 28, 39, 4, 30, 4, 46, 49, 12, 30]","[3, 3, 7, 8]"
33963,34,0,"[3, 4, 18, 15, 9, 63, 2, 24, 22, 14, 25, 13, 5, 17, 24, 25, 28, 21, 2, 7, 13, 8, 6, 5, 3, 5, 15, 13, 30, 58, 9, 12, 17, 11]",[]
21843,20,3,"[14, 7, 12, 26, 11, 17, 12, 14, 5, 15, 16, 11, 7, 35, 36, 13, 10, 35, 46, 25]","[4, 3, 3]"
36171,67,0,"[12, 77, 7, 31, 37, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 5, 1, 1, 1, 6, 3, 7, 1, 54, 1, 2, 7, 6, 3, 2, 23, 7, 1, 2, 7, 1, 2, 7, 2, 2, 7, 2, 2, 7, 2, 2, 7, 15, 27, 2, 10, 4, 3, 4, 17, 6, 2, 2, 18, 1, 1, 22, 1, 3, 42]",[]
23274,12,2,"[4, 32, 4, 68, 3, 30, 3, 33, 4, 9, 4, 1]","[4, 3]"
28395,31,0,"[2, 11, 11, 10, 20, 23, 28, 10, 2, 6, 4, 6, 2, 5, 21, 4, 6, 4, 10, 3, 6, 7, 9, 15, 7, 11, 32, 8, 34, 16, 11]",[]
24329,18,3,"[19, 5, 45, 3, 36, 3, 45, 4, 13, 7, 8, 10, 10, 7, 4, 3, 4, 3]","[5, 4, 6]"
33443,12,0,"[4, 5, 21, 3, 19, 5, 34, 4, 22, 5, 4, 1]",[]
25179,8,4,"[64, 47, 4, 55, 7, 51, 8, 72]","[5, 4, 3, 6]"
26823,22,0,"[2, 34, 23, 6, 1, 3, 1, 1, 1, 5, 4, 3, 3, 5, 2, 4, 4, 6, 4, 7, 26, 10]",[]
29368,16,3,"[23, 20, 2, 3, 45, 3, 45, 4, 63, 2, 20, 32, 50, 70, 3, 11]","[4, 7, 10]"
35211,14,4,"[8, 11, 9, 75, 7, 68, 5, 26, 16, 12, 4, 24, 4, 1]","[4, 5, 5, 2]"
32936,1,0,[396],[]
33573,26,3,"[8, 3, 1, 27, 33, 1, 18, 4, 16, 6, 39, 3, 45, 4, 35, 36, 2, 5, 7, 7, 1, 27, 1, 2, 3, 2]","[9, 6, 5]"
30323,27,3,"[8, 5, 26, 3, 64, 24, 6, 34, 2, 32, 5, 46, 35, 27, 23, 19, 4, 2, 36, 2, 3, 2, 2, 5, 11, 7, 5]","[8, 7, 4]"
27156,24,0,"[17, 65, 4, 5, 11, 2, 9, 17, 9, 4, 3, 28, 20, 8, 5, 3, 9, 9, 19, 7, 10, 10, 33, 42]",[]
39000,31,0,"[8, 3, 30, 3, 64, 18, 6, 8, 7, 3, 5, 4, 2, 9, 4, 2, 8, 5, 6, 7, 7, 2, 5, 28, 2, 9, 8, 34, 27, 23, 7]",[]
21988,26,5,"[3, 29, 4, 44, 1, 25, 61, 1, 56, 4, 18, 3, 27, 3, 45, 3, 34, 41, 3, 37, 17, 35, 8, 18, 2, 18]","[5, 3, 4, 6, 5]"
25288,30,0,"[9, 6, 72, 4, 30, 3, 6, 14, 4, 9, 9, 3, 12, 9, 7, 8, 8, 3, 24, 31, 14, 21, 18, 25, 26, 34, 7, 20, 21, 20]",[]
38813,33,0,"[7, 18, 3, 7, 7, 3, 8, 3, 22, 15, 6, 7, 3, 8, 2, 2, 10, 6, 13, 5, 5, 2, 4, 23, 5, 2, 4, 4, 7, 2, 6, 7, 61]",[]
35215,12,3,"[32, 3, 9, 19, 3, 43, 6, 21, 5, 50, 27, 44]","[3, 6, 4]"
24175,27,3,"[2, 63, 2, 85, 4, 23, 35, 11, 16, 14, 69, 1, 1, 1, 1, 1, 2, 1, 3, 1, 7, 1, 2, 1, 4, 1, 1]","[9, 7, 6]"
31209,12,3,"[6, 15, 8, 3, 14, 3, 38, 5, 46, 11, 12, 7]","[5, 4, 15]"
24117,51,1,"[8, 10, 7, 3, 7, 8, 9, 5, 6, 7, 5, 3, 12, 10, 4, 4, 3, 4, 3, 5, 6, 7, 2, 2, 1, 1, 1, 1, 2, 2, 3, 1, 2, 2, 1, 2, 1, 2, 2, 2, 3, 5, 2, 3, 2, 4, 7, 2, 2, 5, 6]",[5]
21894,19,3,"[12, 14, 17, 13, 94, 12, 17, 13, 99, 5, 13, 11, 44, 10, 13, 10, 35, 46, 25]","[12, 4, 5]"
23490,22,4,"[31, 4, 6, 2, 2, 2, 2, 44, 49, 5, 13, 26, 11, 6, 51, 5, 5, 13, 26, 11, 6, 51]","[2, 7, 2, 7]"
37638,23,3,"[19, 12, 9, 4, 39, 8, 21, 9, 3, 143, 3, 116, 4, 146, 3, 20, 13, 3, 6, 2, 5, 3, 9]","[4, 4, 11]"
33067,1,0,[538],[]
33909,23,0,"[8, 46, 28, 5, 7, 7, 4, 6, 4, 5, 5, 4, 3, 6, 4, 3, 3, 19, 5, 6, 2, 6, 16]",[]
23807,25,5,"[46, 29, 3, 37, 3, 34, 16, 5, 5, 14, 16, 4, 2, 4, 2, 2, 4, 5, 3, 3, 2, 3, 2, 2, 22]","[6, 3, 3, 2, 4]"
37089,33,0,"[55, 6, 3, 6, 17, 40, 2, 8, 8, 6, 7, 3, 4, 14, 20, 1, 4, 4, 1, 3, 2, 4, 2, 1, 2, 1, 49, 23, 2, 6, 9, 10, 5]",[]
23602,28,1,"[25, 16, 11, 1, 2, 3, 2, 15, 2, 3, 2, 15, 2, 2, 2, 1, 2, 6, 1, 3, 5, 2, 4, 3, 1, 5, 6, 51]",[3]
37882,13,5,"[22, 7, 68, 49, 28, 3, 9, 4, 43, 16, 15, 81, 5]","[5, 4, 7, 6, 10]"
24749,26,3,"[60, 52, 10, 5, 16, 15, 14, 23, 15, 5, 21, 2, 23, 3, 55, 3, 5, 3, 2, 2, 5, 4, 13, 27, 4, 3]","[5, 4, 7]"
37325,13,3,"[8, 17, 9, 33, 7, 44, 5, 17, 5, 15, 4, 1, 2]","[3, 4, 4]"
24681,9,1,"[4, 5, 30, 5, 9, 4, 8, 4, 1]",[2]
37585,27,0,"[6, 13, 3, 12, 4, 13, 10, 8, 5, 12, 9, 10, 8, 12, 11, 6, 14, 9, 5, 5, 7, 7, 7, 6, 23, 11, 24]",[]
25034,24,0,"[58, 24, 5, 10, 5, 5, 9, 12, 14, 15, 8, 8, 30, 2, 5, 4, 9, 6, 6, 5, 11, 2, 31, 14]",[]
33484,11,2,"[4, 7, 3, 37, 5, 45, 4, 22, 5, 4, 1]","[4, 4]"
32570,14,4,"[52, 52, 50, 2, 60, 2, 58, 2, 84, 19, 54, 46, 11, 35]","[3, 4, 5, 14]"
28032,8,1,"[4, 2, 7, 4, 12, 5, 4, 1]",[3]
24624,27,0,"[4, 3, 11, 15, 5, 6, 6, 5, 4, 5, 18, 7, 5, 5, 3, 6, 7, 21, 22, 20, 11, 6, 9, 4, 12, 4, 1]",[]
