id,paragraph_cnt,list_cnt,paragraph_lens,list_lens
41131,14,4,"[45, 10, 2, 143, 4, 38, 5, 29, 3, 98, 1, 144, 7, 3]","[14, 5, 3, 10]"
31594,14,3,"[77, 2, 45, 1, 44, 1, 31, 2, 29, 39, 20, 4, 69, 3]","[4, 3, 4]"
49822,0,0,[],[]
23264,14,2,"[1, 2, 120, 3, 108, 3, 33, 3, 34, 15, 4, 64, 16, 15]","[7, 3]"
21875,9,2,"[82, 59, 38, 3, 10, 380, 3, 182, 76]","[15, 9]"
18751,9,3,"[3, 89, 38, 2, 102, 2, 47, 2, 27]","[5, 5, 5]"
38848,27,2,"[5, 4, 4, 4, 6, 25, 4, 3, 8, 8, 4, 5, 4, 3, 223, 15, 86, 98, 5, 66, 2, 60, 17, 22, 103, 62, 3]","[3, 7]"
2209,10,4,"[4, 3, 2, 41, 2, 10, 5, 2, 9, 19]","[9, 3, 2, 2]"
48188,39,5,"[2, 3, 99, 3, 2, 187, 1, 468, 3, 57, 3, 85, 1, 22, 3, 93, 1, 4, 2, 3, 2, 4, 2, 9, 4, 70, 31, 61, 40, 12, 120, 2, 1, 1, 1, 1, 4, 3, 1]","[4, 12, 2, 3, 6]"
6314,17,0,"[9, 79, 6, 85, 2, 79, 1, 106, 34, 57, 9, 49, 9, 6, 111, 10, 4]",[]
33204,2,0,"[47, 39]",[]
47707,8,1,"[9, 5, 5, 3, 62, 17, 39, 40]",[10]
5659,15,3,"[1, 73, 3, 14, 1, 17, 2, 30, 5, 21, 14, 2, 2, 1, 6]","[2, 3, 6]"
17341,14,1,"[3, 2, 33, 3, 135, 1, 8, 1, 17, 1, 11, 3, 92, 79]",[9]
19311,40,0,"[8, 3, 7, 7, 5, 4, 53, 3, 74, 2, 5, 18, 29, 22, 40, 11, 19, 18, 12, 20, 6, 25, 6, 38, 11, 16, 20, 2, 4, 4, 5, 3, 6, 9, 8, 3, 21, 0, 11, 37]",[]
19987,14,3,"[4, 89, 7, 90, 4, 47, 2, 35, 2, 10, 3, 36, 72, 3]","[5, 2, 2]"
50106,13,1,"[53, 6, 109, 3, 113, 5, 24, 91, 10, 9, 11, 26, 4]",[2]
32550,10,4,"[57, 6, 87, 3, 16, 7, 28, 4, 66, 8]","[3, 3, 6, 11]"
19429,48,0,"[2, 128, 40, 11, 95, 2, 5, 52, 47, 28, 70, 8, 13, 17, 11, 26, 18, 14, 20, 17, 11, 1, 2, 33, 6, 19, 15, 23, 16, 21, 3, 8, 16, 15, 18, 13, 8, 5, 1, 1, 2, 61, 33, 47, 63, 37, 16, 22]",[]
52043,24,1,"[8, 5, 6, 6, 7, 1, 10, 80, 68, 41, 1, 80, 1, 2, 40, 2, 48, 4, 33, 7, 12, 8, 12, 5]",[2]
52327,23,2,"[2, 69, 47, 31, 15, 9, 12, 14, 17, 13, 134, 25, 2, 9, 173, 2, 108, 2, 104, 16, 1, 8, 5]","[5, 14]"
49239,30,0,"[3, 14, 7, 11, 7, 2, 19, 15, 19, 15, 9, 16, 7, 13, 1, 12, 14, 6, 6, 5, 11, 10, 1, 1, 1, 1, 1, 8, 2, 7]",[]
52127,25,0,"[6, 5, 6, 6, 4, 1, 72, 15, 1, 29, 1, 2, 18, 2, 19, 8, 45, 8, 14, 3, 7, 12, 7, 12, 5]",[]
23710,7,3,"[121, 1, 147, 1, 136, 1, 14]","[8, 9, 9]"
21804,10,4,"[4, 3, 2, 41, 2, 10, 5, 2, 9, 19]","[9, 3, 2, 2]"
46306,13,2,"[17, 21, 11, 2, 11, 2, 43, 2, 57, 45, 23, 3, 1]","[3, 5]"
46951,16,0,"[4, 3, 4, 14, 5, 14, 2, 12, 37, 3, 2, 4, 5, 2, 2, 259]",[]
13798,6,2,"[81, 8, 64, 6, 77, 78]","[8, 3]"
59583,20,4,"[2, 3, 7, 15, 10, 99, 34, 10, 122, 6, 47, 7, 24, 2, 107, 4, 55, 59, 2, 11]","[5, 3, 5, 4]"
43704,2,0,"[2, 455]",[]
24020,17,5,"[2, 16, 126, 44, 22, 1, 24, 48, 2, 23, 1, 2, 35, 2, 19, 2, 19]","[6, 5, 4, 2, 8]"
59400,6,2,"[201, 2, 31, 2, 35, 3]","[6, 7]"
817,14,4,"[3, 98, 8, 176, 89, 83, 7, 43, 2, 42, 3, 9, 3, 3]","[11, 6, 5, 4]"
137,21,2,"[1, 217, 2, 23, 31, 2, 50, 5, 2, 194, 2, 6, 3, 86, 35, 37, 1, 10, 8, 9, 3]","[2, 9]"
5104,33,2,"[3, 10, 37, 9, 24, 7, 90, 2, 75, 4, 37, 38, 2, 27, 26, 20, 77, 3, 133, 3, 57, 4, 57, 56, 34, 30, 13, 34, 55, 3, 78, 4, 58]","[8, 8]"
34004,38,7,"[2, 2, 50, 26, 4, 2, 166, 1, 140, 176, 79, 63, 3, 57, 3, 80, 1, 22, 3, 83, 10, 1, 5, 2, 2, 2, 1, 2, 120, 34, 2, 1, 1, 1, 1, 5, 3, 1]","[3, 3, 5, 2, 2, 3, 4]"
57956,13,1,"[2, 32, 4, 119, 79, 10, 13, 31, 79, 9, 5, 3, 3]",[8]
47004,15,3,"[76, 45, 5, 44, 5, 124, 5, 145, 3, 2, 22, 35, 16, 126, 2]","[4, 7, 8]"
4678,1,0,[609],[]
40432,3,0,"[1, 4, 1]",[]
8127,10,3,"[90, 110, 7, 90, 7, 35, 7, 20, 3, 3]","[6, 5, 5]"
34990,6,1,"[6, 4, 4, 3, 4, 44]",[5]
1120,7,2,"[74, 5, 111, 5, 61, 96, 3]","[7, 11]"
4797,11,3,"[56, 17, 81, 8, 95, 9, 30, 9, 33, 3, 3]","[7, 5, 4]"
51237,32,0,"[3, 99, 3, 37, 3, 6, 9, 3, 3, 11, 8, 5, 4, 6, 11, 6, 4, 2, 4, 3, 5, 4, 7, 12, 12, 8, 19, 3, 16, 15, 11, 41]",[]
33943,9,6,"[4, 2, 36, 47, 43, 42, 55, 4, 95]","[4, 4, 4, 4, 3, 7]"
4216,16,5,"[91, 53, 6, 67, 20, 3, 91, 3, 17, 3, 4, 3, 24, 3, 27, 13]","[8, 8, 2, 2, 3]"
60397,22,2,"[2, 28, 37, 90, 5, 85, 13, 39, 6, 44, 39, 6, 22, 4, 20, 3, 52, 2, 11, 6, 16, 16]","[7, 4]"
15551,19,4,"[12, 7, 3, 41, 10, 45, 4, 62, 7, 24, 5, 37, 5, 26, 3, 100, 8, 80, 22]","[12, 7, 5, 6]"
48955,8,2,"[46, 46, 13, 4, 54, 2, 31, 47]","[6, 4]"
35280,21,0,"[7, 2, 34, 6, 9, 5, 7, 2, 4, 8, 2, 4, 20, 1, 11, 2, 2, 2, 3, 10, 6]",[]
53603,17,2,"[5, 12, 6, 3, 52, 125, 33, 10, 7, 31, 10, 2, 29, 46, 127, 127, 39]","[4, 5]"
58411,14,4,"[4, 36, 53, 95, 78, 32, 5, 131, 5, 2, 49, 2, 115, 75]","[3, 5, 3, 4]"
26606,30,7,"[2, 84, 3, 313, 4, 161, 3, 2, 82, 6, 53, 5, 35, 2, 21, 9, 30, 47, 2, 37, 3, 102, 2, 40, 103, 2, 81, 23, 4, 266]","[20, 13, 7, 5, 5, 7, 6]"
23508,40,0,"[58, 2, 5, 16, 4, 62, 5, 23, 19, 21, 20, 23, 6, 5, 12, 8, 17, 23, 15, 20, 16, 4, 44, 56, 5, 39, 8, 12, 34, 117, 2, 98, 1, 5, 2, 1, 4, 1, 2, 2]",[]
20681,36,0,"[26, 4, 4, 8, 2, 6, 6, 4, 103, 27, 3, 9, 21, 11, 17, 15, 9, 18, 14, 14, 9, 12, 11, 3, 33, 16, 12, 4, 25, 8, 22, 20, 6, 57, 40, 7]",[]
59487,15,3,"[4, 9, 65, 105, 4, 52, 15, 3, 57, 3, 52, 3, 46, 66, 3]","[9, 3, 5]"
2523,6,2,"[9, 22, 34, 2, 20, 3]","[3, 4]"
61008,12,0,"[21, 30, 7, 109, 17, 15, 3, 18, 12, 15, 18, 25]",[]
45603,12,2,"[7, 3, 51, 3, 166, 4, 3, 12, 3, 13, 4, 51]","[11, 4]"
12695,50,1,"[1, 118, 4, 108, 2, 3, 2, 3, 2, 5, 2, 1, 3, 99, 74, 2, 32, 8, 7, 13, 9, 15, 11, 10, 16, 2, 28, 10, 19, 85, 2, 43, 4, 103, 2, 49, 8, 2, 29, 33, 6, 2, 2, 17, 15, 13, 11, 11, 11, 11]",[7]
3365,14,4,"[4, 140, 37, 4, 8, 4, 60, 3, 76, 2, 166, 2, 58, 9]","[5, 7, 9, 4]"
14835,23,2,"[23, 110, 2, 32, 2, 12, 17, 10, 9, 12, 13, 8, 85, 36, 2, 16, 15, 15, 12, 13, 2, 14, 5]","[7, 8]"
40225,32,4,"[1, 1, 74, 1, 30, 104, 21, 11, 14, 19, 7, 10, 12, 3, 25, 24, 10, 79, 4, 37, 4, 101, 2, 55, 2, 50, 175, 54, 20, 5, 48, 47]","[3, 6, 3, 4]"
9199,4,1,"[19, 10, 26, 28]",[3]
26792,20,5,"[14, 64, 10, 85, 69, 11, 135, 3, 510, 2, 13, 6, 32, 5, 113, 3, 1, 1, 46, 155]","[4, 16, 8, 2, 7]"
26679,22,4,"[3, 2, 6, 68, 4, 82, 5, 48, 156, 3, 97, 3, 31, 3, 9, 3, 52, 3, 27, 59, 17, 34]","[3, 11, 5, 2]"
46857,43,0,"[10, 12, 2, 22, 3, 6, 4, 13, 22, 21, 12, 12, 8, 3, 20, 9, 10, 6, 6, 7, 5, 7, 7, 3, 19, 15, 13, 3, 9, 7, 11, 7, 6, 9, 3, 49, 31, 44, 2, 36, 2, 53, 56]",[]
36304,15,2,"[1, 4, 17, 17, 42, 70, 18, 91, 1, 6, 179, 1, 4, 6, 13]","[8, 10]"
36616,16,3,"[23, 36, 20, 23, 20, 61, 18, 14, 46, 21, 24, 38, 21, 4, 10, 4]","[3, 3, 3]"
31521,21,0,"[11, 79, 2, 43, 41, 25, 33, 33, 26, 24, 29, 89, 1, 184, 1, 3, 118, 9, 4, 5, 20]",[]
16464,38,2,"[2, 2, 46, 44, 4, 10, 57, 35, 67, 90, 74, 27, 15, 36, 33, 55, 69, 36, 53, 61, 35, 6, 10, 6, 2, 7, 2, 6, 9, 6, 16, 2, 2, 2, 11, 3, 3, 5]","[5, 3]"
5600,24,3,"[4, 5, 17, 4, 4, 8, 9, 3, 3, 8, 20, 9, 11, 4, 141, 5, 110, 3, 22, 42, 117, 25, 55, 39]","[12, 13, 4]"
21331,18,5,"[11, 68, 90, 14, 42, 7, 91, 3, 50, 57, 5, 65, 32, 46, 16, 16, 19, 7]","[3, 5, 4, 2, 12]"
59500,1,0,[115],[]
59637,8,2,"[7, 3, 75, 3, 266, 2, 158, 39]","[10, 9]"
