id,paragraph_cnt,list_cnt,paragraph_lens,list_lens
27388,21,0,"[4, 25, 5, 12, 19, 6, 7, 7, 14, 15, 13, 4, 3, 14, 2, 8, 18, 5, 23, 57, 35]",[]
26639,24,0,"[1, 40, 41, 25, 22, 26, 3, 22, 16, 24, 12, 9, 15, 8, 13, 25, 16, 2, 3, 35, 31, 24, 36, 16]",[]
24504,11,0,"[4, 22, 5, 13, 128, 4, 5, 39, 66, 5, 54]",[]
30032,11,0,"[4, 65, 10, 4, 38, 8, 5, 18, 38, 26, 16]",[]
25271,16,0,"[4, 31, 9, 10, 6, 7, 7, 10, 9, 21, 4, 17, 27, 5, 24, 14]",[]
25199,36,1,"[5, 26, 3, 13, 6, 7, 9, 10, 4, 4, 34, 2, 16, 51, 23, 17, 3, 7, 11, 9, 19, 21, 2, 2, 16, 55, 23, 17, 2, 68, 11, 9, 19, 22, 4, 79]",[8]
24497,22,1,"[5, 20, 22, 20, 28, 20, 28, 27, 2, 34, 18, 22, 2, 70, 6, 23, 12, 26, 3, 4, 4, 33]",[9]
28212,13,0,"[4, 12, 7, 17, 5, 11, 16, 11, 4, 10, 5, 17, 14]",[]
32630,17,0,"[14, 4, 5, 6, 5, 3, 18, 13, 5, 1, 5, 7, 14, 2, 18, 29, 6]",[]
23573,21,0,"[24, 5, 16, 15, 22, 11, 20, 6, 27, 6, 16, 9, 8, 6, 14, 16, 12, 36, 14, 15, 22]",[]
21628,110,0,"[3, 3, 8, 1, 7, 3, 3, 5, 2, 3, 5, 1, 8, 1, 1, 3, 4, 3, 21, 13, 8, 19, 25, 12, 11, 13, 8, 14, 14, 2, 28, 22, 13, 8, 12, 34, 15, 18, 21, 17, 11, 9, 32, 21, 25, 19, 19, 11, 32, 27, 27, 3, 2, 11, 3, 15, 4, 18, 3, 14, 25, 2, 5, 15, 5, 18, 21, 3, 16, 9, 3, 7, 3, 4, 3, 4, 2, 4, 2, 6, 2, 7, 4, 8, 15, 16, 13, 9, 7, 20, 26, 19, 15, 2, 10, 4, 10, 11, 28, 16, 9, 3, 3, 10, 1, 2, 5, 10, 3, 3]",[]
25043,25,3,"[4, 89, 83, 45, 3, 6, 19, 25, 14, 3, 7, 12, 40, 25, 1, 105, 8, 2, 10, 62, 8, 6, 52, 39, 49]","[3, 5, 5]"
21034,33,1,"[5, 33, 12, 21, 20, 16, 20, 18, 17, 19, 12, 12, 17, 2, 3, 33, 24, 26, 8, 13, 31, 15, 2, 38, 2, 4, 1, 1, 2, 2, 4, 6, 7]",[9]
20887,20,1,"[4, 7, 37, 6, 41, 17, 33, 4, 2, 28, 24, 5, 144, 3, 55, 26, 5, 25, 27, 30]",[3]
32559,7,0,"[3, 40, 16, 26, 11, 11, 18]",[]
28069,15,3,"[5, 37, 9, 68, 17, 2, 2, 51, 2, 68, 4, 4, 18, 36, 23]","[6, 4, 9]"
30396,33,0,"[5, 1, 5, 1, 4, 4, 18, 11, 18, 12, 7, 3, 11, 34, 2, 6, 18, 7, 20, 12, 3, 14, 12, 9, 11, 1, 10, 38, 5, 6, 14, 17, 18]",[]
32370,9,1,"[131, 5, 90, 14, 16, 7, 93, 4, 45]",[3]
23943,20,0,"[11, 14, 41, 20, 53, 28, 13, 21, 26, 23, 31, 25, 14, 6, 10, 3, 10, 14, 15, 22]",[]
20890,20,1,"[4, 13, 50, 2, 58, 18, 4, 5, 32, 32, 23, 6, 143, 6, 41, 26, 5, 27, 27, 30]",[3]
30290,8,1,"[3, 12, 9, 45, 15, 3, 6, 12]",[6]
32098,16,0,"[4, 28, 8, 8, 9, 3, 4, 5, 9, 22, 4, 17, 27, 5, 24, 24]",[]
22925,43,0,"[4, 2, 131, 16, 93, 4, 3, 3, 6, 2, 1, 2, 1, 3, 2, 5, 19, 8, 6, 4, 6, 4, 3, 4, 2, 3, 5, 5, 5, 2, 2, 3, 3, 8, 1, 1, 2, 6, 3, 6, 7, 1, 2]",[]
20867,69,0,"[17, 8, 3, 7, 7, 3, 7, 4, 3, 1, 56, 9, 4, 2, 2, 4, 3, 7, 9, 4, 9, 3, 1, 3, 2, 4, 47, 8, 4, 3, 81, 3, 19, 14, 16, 11, 12, 16, 9, 9, 26, 17, 9, 15, 2, 15, 7, 6, 4, 4, 4, 9, 14, 6, 14, 1, 2, 5, 9, 7, 4, 7, 10, 7, 3, 4, 5, 4, 4]",[]
28152,36,0,"[51, 34, 6, 56, 19, 4, 9, 9, 15, 9, 15, 12, 6, 6, 42, 51, 13, 11, 5, 6, 1, 2, 3, 1, 1, 1, 1, 1, 3, 3, 1, 5, 1, 3, 21, 45]",[]
26940,25,0,"[35, 20, 23, 7, 10, 6, 4, 5, 5, 4, 9, 4, 7, 4, 3, 7, 6, 6, 4, 3, 39, 2, 14, 15, 22]",[]
28289,19,3,"[5, 33, 8, 26, 6, 25, 33, 7, 56, 16, 2, 2, 74, 4, 4, 9, 16, 25, 69]","[5, 9, 2]"
28863,4,0,"[101, 171, 125, 4]",[]
23310,7,0,"[31, 26, 27, 4, 5, 5, 4]",[]
25311,16,2,"[5, 27, 13, 183, 2, 30, 11, 10, 27, 10, 6, 2, 45, 4, 4, 19]","[19, 9]"
30956,21,0,"[4, 16, 3, 8, 7, 10, 2, 8, 6, 9, 10, 8, 4, 24, 15, 13, 48, 5, 42, 67, 73]",[]
28272,29,0,"[4, 72, 33, 35, 5, 12, 23, 14, 20, 18, 14, 18, 11, 8, 5, 4, 32, 15, 16, 18, 18, 3, 7, 14, 12, 9, 11, 5, 33]",[]
21479,20,0,"[1, 40, 41, 25, 22, 30, 3, 31, 35, 10, 50, 17, 32, 26, 2, 43, 33, 29, 36, 16]",[]
26961,19,0,"[17, 18, 28, 17, 3, 10, 8, 7, 7, 10, 7, 7, 37, 13, 6, 6, 14, 15, 22]",[]
26025,37,0,"[4, 15, 14, 7, 4, 9, 7, 13, 4, 13, 7, 7, 6, 3, 2, 8, 7, 10, 7, 4, 6, 4, 8, 20, 3, 4, 2, 19, 11, 3, 5, 20, 39, 14, 32, 32, 9]",[]
20929,21,5,"[5, 76, 4, 126, 68, 5, 58, 2, 110, 2, 4, 15, 14, 53, 2, 56, 2, 4, 4, 6, 3]","[5, 5, 7, 9, 2]"
21412,18,0,"[1, 40, 41, 25, 22, 28, 3, 26, 35, 35, 37, 26, 19, 2, 36, 35, 36, 16]",[]
30434,35,2,"[4, 10, 18, 14, 35, 17, 16, 8, 3, 18, 38, 7, 27, 7, 23, 16, 10, 1, 29, 10, 13, 12, 14, 2, 4, 4, 5, 3, 2, 3, 2, 3, 7, 11, 6]","[5, 4]"
21263,26,0,"[1, 40, 41, 25, 22, 37, 3, 19, 16, 12, 8, 16, 28, 25, 19, 29, 2, 3, 30, 17, 8, 22, 10, 28, 36, 16]",[]
30753,20,0,"[4, 18, 3, 9, 11, 10, 8, 4, 3, 9, 7, 13, 10, 13, 14, 49, 5, 42, 67, 73]",[]
26465,11,0,"[4, 3, 4, 2, 4, 20, 12, 5, 24, 32, 16]",[]
26388,17,0,"[4, 42, 7, 28, 21, 17, 5, 14, 11, 7, 16, 11, 4, 8, 5, 19, 22]",[]
31883,32,0,"[4, 17, 4, 4, 10, 12, 9, 8, 2, 7, 8, 6, 3, 2, 4, 4, 17, 4, 4, 10, 12, 9, 8, 2, 7, 8, 6, 3, 2, 4, 5, 67]",[]
25845,6,0,"[20, 6, 14, 7, 13, 10]",[]
28626,20,0,"[26, 6, 15, 4, 11, 5, 5, 3, 14, 10, 5, 24, 4, 16, 4, 5, 4, 14, 15, 22]",[]
24988,23,2,"[4, 41, 34, 6, 31, 18, 3, 2, 17, 88, 2, 21, 17, 17, 1, 21, 26, 12, 11, 24, 12, 2, 9]","[7, 4]"
24425,15,0,"[4, 23, 3, 13, 12, 11, 11, 3, 4, 10, 13, 6, 5, 17, 14]",[]
32362,21,4,"[12, 16, 8, 3, 45, 3, 29, 4, 46, 4, 58, 5, 2, 61, 1, 28, 1, 51, 1, 1, 6]","[3, 3, 5, 8]"
22673,20,0,"[4, 14, 16, 4, 13, 27, 12, 31, 24, 3, 16, 7, 11, 19, 9, 9, 75, 38, 1, 10]",[]
28663,18,1,"[4, 9, 22, 7, 62, 29, 4, 11, 54, 22, 9, 143, 27, 26, 5, 25, 27, 30]",[3]
31619,16,0,"[4, 27, 9, 8, 10, 25, 5, 21, 3, 4, 25, 20, 1, 5, 24, 17]",[]
